fecha,anio,mes,dia_semana,estacion,id_vaca,nombre_vaca,raza,sistema_produccion,edad_meses,numero_lactancia,peso_kg,temperatura_c,humedad_pct,precipitacion_mm,indice_thi,estres_termico,tipo_alimento,consumo_ms_kg,fibra_pct,proteina_dieta_pct,energia_mcal_kg,aditivo_1,aditivo_2,metano_g_dia,intensidad_metano,leche_kg_dia,grasa_pct,proteina_leche_pct,lactosa_pct,omega3_mg_l,antioxidantes_ppm,mastitis,celulas_somaticas,condicion_corporal
2024-03-29,2024,3,Friday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,94,1,593.88,35.25,65.98,10.98,88.44,1,Base,21.51,30.73,14.98,1.74,Algas,Levadura,426.53,13.23,32.24,3.81,3.1,4.93,183.64,13.53,0,178054,2.64
2024-03-30,2024,3,Saturday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,94,1,619.17,29.92,66.54,2.09,80.74,1,Base,20.9,32.56,17.94,2.07,Algas,Levadura,447.83,13.01,34.43,4.02,3.48,4.82,184.96,9.28,0,183153,2.65
2024-03-31,2024,3,Sunday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,602.45,29.35,73.95,1.54,80.98,1,Base,20.5,32.82,16.29,1.85,Algas,Levadura,444.13,13.4,33.14,3.68,3.23,4.72,195.17,13.05,0,160791,3.95
2024-04-01,2024,4,Monday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,610.23,30.65,55.55,4.88,80.03,1,Base,25.23,35.7,14.75,1.45,Algas,Levadura,480.81,13.76,34.94,4.15,3.41,4.67,196.1,6.29,0,185256,2.98
2024-04-02,2024,4,Tuesday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,601.8,32.15,74.49,4.47,85.39,1,Base,23.19,35.39,16.12,1.61,Algas,Levadura,449.67,13.14,34.21,3.84,3.31,4.89,174.43,13.04,0,187946,2.86
2024-04-03,2024,4,Wednesday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,594.66,31.11,71.3,5.3,83.26,1,Base,24.14,33.25,15.99,1.76,Algas,Levadura,455.81,14.36,31.74,3.84,3.18,4.73,171.62,12.08,0,168921,2.98
2024-04-04,2024,4,Thursday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,595.4,28.91,69.46,0,79.66,1,Base,22.86,32.31,16.23,1.52,Algas,Levadura,435.54,12.99,33.54,3.63,3.43,4.81,172.06,9.46,0,145977,3.19
2024-04-05,2024,4,Friday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,617.04,29.11,67.7,0,79.71,1,Base,22.56,32.48,14.83,1.4,Algas,Levadura,436.32,12.39,35.2,3.98,3.19,4.48,165.67,12.65,0,163291,3.12
2024-04-06,2024,4,Saturday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,593.78,33.15,61.38,5.74,84.51,1,Base,21.37,31.31,17.34,1.81,Algas,Levadura,454.83,13.61,33.42,3.95,3.24,4.79,223.64,14.66,0,133236,3.25
2024-04-07,2024,4,Sunday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,595.18,29.92,73.58,0,81.81,1,Base,21.82,31.53,14.74,1.5,Algas,Levadura,432.22,12.34,35.03,3.78,3.35,4.8,161.77,13.12,0,209547,2.23
2024-04-08,2024,4,Monday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,609.59,32.03,74.41,0.42,85.19,1,Base,21.34,29.53,14.91,1.28,Algas,Levadura,413.54,12.7,32.57,3.92,3.32,4.78,172.68,11.09,0,179123,3.39
2024-04-09,2024,4,Tuesday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,591.29,28.16,75.29,0,79.33,1,Base,22.03,35.17,16.72,1.75,Algas,Levadura,455.01,12.89,35.3,3.84,2.95,4.58,165.14,13.29,0,225819,3.66
2024-04-10,2024,4,Wednesday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,604.05,28.71,70.36,0,79.48,1,Base,23.53,31.9,14.41,1.56,Algas,Levadura,441.67,12.45,35.48,4.11,3.22,4.57,173.78,11.75,0,178521,3.32
2024-04-11,2024,4,Thursday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,591.59,30.55,65.76,0.19,81.52,1,Base,22.53,32.38,14.15,1.57,Algas,Levadura,439.89,12.39,35.49,3.75,3.13,4.92,188.64,12.89,0,127144,3.06
2024-04-12,2024,4,Friday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,601.92,28.89,72.59,0,80.09,1,Base,23.13,29.8,15.85,1.79,Algas,Levadura,461.37,13.04,35.37,3.79,3.19,4.54,135.22,12.42,0,180328,3.21
2024-04-13,2024,4,Saturday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,586.91,30.06,69.62,1.36,81.42,1,Base,19.84,31.47,15.01,1.54,Algas,Levadura,436.83,11.95,36.56,3.55,3.38,4.64,182.66,12.64,0,170599,3.3
2024-04-14,2024,4,Sunday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,591.43,29.24,68.62,16.73,80.03,1,Base,20.38,31.77,16.74,1.73,Algas,Levadura,434.21,12.17,35.67,3.81,3.13,4.96,161.42,12.28,0,152611,3.07
2024-04-15,2024,4,Monday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,608.27,28.72,66.3,9.16,78.94,1,Base,26.8,30.4,16.64,1.65,Algas,Levadura,442.42,12.3,35.98,3.96,3.24,4.9,169.09,11.5,0,155343,3.43
2024-04-16,2024,4,Tuesday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,595.53,27.12,63.37,7.42,76.22,1,Base,22,28.26,15.8,1.6,Algas,Levadura,407.51,11.18,36.45,3.72,3.18,4.69,184.52,14.43,0,166719,3.34
2024-04-17,2024,4,Wednesday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,597.84,31.87,63.41,6.21,83.05,1,Base,21.74,31.77,16.87,1.65,Algas,Levadura,438.88,12.64,34.73,3.62,3.18,4.53,183.75,14.28,0,187349,3.75
2024-04-18,2024,4,Thursday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,582.44,27.6,61.44,3.74,76.66,1,Base,19.06,34.08,16.79,1.41,Algas,Levadura,438.08,12.23,35.82,3.59,3.34,4.79,199.81,10.4,0,205767,3.5
2024-04-19,2024,4,Friday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,601.39,29.51,69.32,0,80.54,1,Base,19.36,29.98,15.76,1.56,Algas,Levadura,420.88,12.5,33.66,3.99,3.22,4.74,188.36,12.84,0,183505,3.26
2024-04-20,2024,4,Saturday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,601.56,28.74,59.25,5.92,77.96,1,Base,21.94,28.66,15.8,1.68,Algas,Levadura,419.68,11.8,35.58,3.75,3.1,4.68,184.73,14.79,0,125423,2.83
2024-04-21,2024,4,Sunday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,603.65,31.24,58.33,5.88,81.31,1,Base,23.07,34.57,16.34,1.82,Algas,Levadura,422.84,12.94,32.68,3.86,3.35,4.51,149.01,13.2,0,179377,2.71
2024-04-22,2024,4,Monday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,603.69,29.18,70.25,11.37,80.19,1,Base,24.25,30.65,14.42,1.39,Algas,Levadura,432.4,12.97,33.35,3.79,3.45,4.47,204.76,8.23,0,172042,2.72
2024-04-23,2024,4,Tuesday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,587.42,28.78,68.97,3.63,79.4,1,Base,17.99,31.47,18.41,1.38,Algas,Levadura,454.77,12.8,35.54,4,3.31,4.63,156.57,11.83,0,185871,3.18
2024-04-24,2024,4,Wednesday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,609.1,28.05,60.75,0,77.21,1,Base,20.51,33.09,14.73,1.42,Algas,Levadura,425.73,12.07,35.28,4.01,3.21,4.81,146.77,10.4,0,179162,3.48
2024-04-25,2024,4,Thursday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,602.55,29.89,65.72,5.63,80.56,1,Base,19.71,31.79,15.35,1.32,Algas,Levadura,439.56,13.21,33.28,3.97,3.32,4.72,193.08,12.84,0,148546,2.93
2024-04-26,2024,4,Friday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,588.1,32.18,67.57,21.41,84.24,1,Base,21.32,29.39,15.05,1.71,Algas,Levadura,409.82,12.28,33.38,3.56,3.18,4.93,222.08,12.44,0,181466,2.84
2024-04-27,2024,4,Saturday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,596.71,31.03,65.93,0,82.27,1,Base,23.38,33.06,16.46,1.83,Algas,Levadura,442.58,14.04,31.53,3.56,3.23,4.71,198.97,12.51,0,126330,2.81
2024-04-28,2024,4,Sunday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,593.59,29.96,64.4,4.69,80.46,1,Base,25.31,32.42,13.49,1.55,Algas,Levadura,446.77,12.97,34.45,4.04,3.19,4.62,151.16,12.47,0,189555,2.53
2024-04-29,2024,4,Monday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,95,1,602.55,33.55,56.02,6.33,84.07,1,Base,22.84,31.26,16.42,1.84,Algas,Levadura,466.86,14.27,32.71,3.84,3.27,4.7,214.95,11.85,0,209221,3.16
2024-04-30,2024,4,Tuesday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,605.56,29.95,66.81,15.99,80.81,1,Base,21.88,32.22,16.25,1.63,Algas,Levadura,459.52,14.11,32.57,3.59,3.13,4.98,179.31,15.87,0,186872,3.07
2024-05-01,2024,5,Wednesday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,613.86,27.44,68.23,11.04,77.31,1,Base,25.5,31.63,16.63,1.76,Algas,Levadura,460.55,14.82,31.08,3.93,3.12,4.95,195.11,12.51,0,179494,3.18
2024-05-02,2024,5,Thursday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,594.55,28.05,67.64,0,78.13,1,Base,20.82,33.44,17.35,1.58,Algas,Levadura,439.16,11.52,38.13,3.72,3.31,4.8,185.7,12.41,0,142750,3.02
2024-05-03,2024,5,Friday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,606.02,29.02,56.26,3.93,77.93,1,Base,23.7,33.04,16.02,1.55,Algas,Levadura,431.42,13.27,32.51,3.61,3.21,4.66,208.73,10.61,0,197868,2.57
2024-05-04,2024,5,Saturday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,589.85,26.41,55.64,11.15,74.28,1,Base,20.91,29.98,14.6,1.57,Algas,Levadura,425.35,11.1,38.31,3.5,3.28,4.74,193.06,11.58,0,151788,3.65
2024-05-05,2024,5,Sunday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,604.31,27.92,58.37,0,76.7,1,Base,20.26,34.6,14.18,1.49,Algas,Levadura,449.61,12.93,34.78,3.67,3.16,4.83,157.68,13.24,0,179430,2.82
2024-05-06,2024,5,Monday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,598.88,28.14,67.62,8.5,78.26,1,Base,18.69,30.15,15.36,1.57,Algas,Levadura,425.07,12.18,34.89,3.99,3.09,4.8,192.89,15.38,0,170466,3.07
2024-05-07,2024,5,Tuesday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,595.53,29.55,65.94,9.13,80.1,1,Base,23.9,33.99,16.17,1.6,Algas,Levadura,431.97,12.43,34.74,3.57,3.2,4.73,203.62,13.25,0,207340,3.05
2024-05-08,2024,5,Wednesday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,586.44,26.42,64.66,0,75.37,1,Base,21.9,28.55,14.41,1.36,Algas,Levadura,425.97,11.34,37.57,4.31,3.18,4.63,206.35,13.6,0,202369,3.56
2024-05-09,2024,5,Thursday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,595.15,27.28,52.4,0,75.06,1,Base,25.28,33.51,16.77,1.59,Algas,Levadura,455.24,12.42,36.66,3.94,3.19,4.98,191.09,11.29,0,163542,3.51
2024-05-10,2024,5,Friday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,585.92,26.47,60.22,7.11,74.91,1,Base,20.97,33.83,16.35,1.41,Algas,Levadura,438.16,11.98,36.58,3.84,3.22,4.92,183.93,13.76,0,199748,3.06
2024-05-11,2024,5,Saturday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,564.26,29.29,54.66,0.2,78.06,1,Base,18.88,29.66,15.71,1.4,Algas,Levadura,412.46,11.77,35.03,3.34,3.4,4.74,172.71,15.62,0,191010,2.83
2024-05-12,2024,5,Sunday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,613.15,26.76,62.69,4.5,75.62,1,Base,24.13,30.84,16.39,1.86,Algas,Levadura,442.76,12.88,34.37,3.92,3.13,4.49,159.47,13.56,0,188723,2.95
2024-05-13,2024,5,Monday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,601.33,25.63,59.2,0,73.62,1,Base,25.45,32.96,15.85,1.55,Algas,Levadura,437.69,11.59,37.75,3.38,3.22,4.64,190.73,9.62,0,171326,2.92
2024-05-14,2024,5,Tuesday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,605.17,29.2,59.4,12.11,78.62,1,Base,20.84,33.15,17.22,1.33,Algas,Levadura,440.84,12.93,34.09,3.89,3.24,4.69,174.92,16.73,0,157232,3.14
2024-05-15,2024,5,Wednesday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,601.22,30.04,58,2.98,79.59,1,Base,22.07,29.81,14.82,1.57,Algas,Levadura,445.85,12.36,36.08,3.79,3.18,4.75,171.35,13.2,0,150512,2.93
2024-05-16,2024,5,Thursday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,604.49,29.6,54.35,0,78.44,1,Base,24.04,31.28,15.53,1.53,Algas,Levadura,449.67,12.39,36.29,3.9,3.33,4.86,180.8,13.73,0,122850,3.36
2024-05-17,2024,5,Friday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,589.95,24.58,56.14,0,71.85,0,Base,21.33,32.04,15.68,1.69,Algas,Levadura,419.83,11.29,37.18,3.64,3.18,4.56,181.2,11.16,0,184052,3.23
2024-05-18,2024,5,Saturday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,608.08,28.14,51.66,2.96,76.1,1,Base,21.76,32.46,15.82,1.82,Algas,Levadura,453.65,13.64,33.26,3.78,3.11,4.76,177.1,8.76,0,169867,3.31
2024-05-19,2024,5,Sunday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,609.08,27.65,57.54,4.18,76.22,1,Base,18.87,37.31,16.99,1.8,Algas,Levadura,472.58,13.37,35.34,3.85,3.13,4.78,185.04,12.11,0,195193,2.91
2024-05-20,2024,5,Monday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,597.79,29.24,56.21,0,78.22,1,Base,19.98,31.39,17.07,1.68,Algas,Levadura,426.02,11.96,35.61,3.89,3.37,4.93,178.79,13.19,0,178721,3.13
2024-05-21,2024,5,Tuesday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,598.85,26.34,57.9,3.58,74.45,1,Base,22.23,32.48,16.28,1.61,Algas,Levadura,454.71,12.81,35.51,3.78,3.29,4.79,191.58,11.47,0,216437,2.3
2024-05-22,2024,5,Wednesday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,616.5,27.9,56.94,8.13,76.48,1,Base,25.07,31.16,16.45,1.64,Algas,Levadura,446.78,12.5,35.74,3.65,3.11,4.75,214.48,9.21,0,185187,2.89
2024-05-23,2024,5,Thursday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,589.17,25.95,55.92,0,73.69,1,Base,24.51,34.58,15.22,1.5,Algas,Levadura,471.44,13.12,35.93,3.98,3.28,4.73,161.34,12.71,0,188882,2.86
2024-05-24,2024,5,Friday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,597.69,30.12,53.35,0,78.97,1,Base,16.99,30.56,16.72,1.71,Algas,Levadura,419.78,11.88,35.32,3.69,3.18,4.71,177.41,11.4,0,210376,2.6
2024-05-25,2024,5,Saturday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,603.77,27.5,55.91,0,75.8,1,Base,18.47,32.88,15.58,1.72,Algas,Levadura,448.96,12.72,35.3,3.58,3.21,4.82,190.38,14.2,0,180030,3.08
2024-05-26,2024,5,Sunday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,607.2,27.93,54.54,0,76.21,1,Base,25.35,28.65,14.93,1.36,Algas,Levadura,438.95,12.33,35.6,3.53,3.19,4.38,177.76,10.12,0,193950,3.38
2024-05-27,2024,5,Monday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,602.49,24.55,49.81,0,71.17,0,Base,21.98,31.52,17.31,1.57,Algas,Levadura,436.71,12.35,35.37,3.85,3.36,4.96,156.97,11.66,0,208453,3.19
2024-05-28,2024,5,Tuesday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,583.24,25.92,54.82,10.69,73.53,1,Base,23.11,29.61,17.1,1.45,Algas,Levadura,428.79,11.71,36.61,3.89,3.13,4.82,167.5,14.98,0,185177,2.92
2024-05-29,2024,5,Wednesday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,96,1,594.15,28,56.53,0,76.57,1,Base,22.52,33.65,15.2,1.5,Algas,Levadura,444.65,13.21,33.66,3.76,3.23,4.76,182.63,10.69,0,201276,3.07
2024-05-30,2024,5,Thursday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,599.05,24.66,50.19,9.06,71.35,0,Base,24.2,32.27,16.5,1.79,Algas,Levadura,456.01,12.46,36.59,4.01,3.19,4.75,161.72,11.17,0,142315,3.11
2024-05-31,2024,5,Friday,Primavera,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,601.81,24.94,56.55,9.17,72.37,1,Base,23.21,33.14,16.55,1.93,Algas,Levadura,441.53,12.49,35.35,3.4,3.06,4.48,173.96,13.46,0,190848,2.83
2024-06-01,2024,6,Saturday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,592.31,29.05,46.63,6.7,76.57,1,Base,20.6,31.23,14.92,1.45,Algas,Levadura,436.93,12.66,34.51,3.65,3.29,4.77,199.75,13.71,0,189700,3.08
2024-06-02,2024,6,Sunday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,603.47,27.63,58.68,4.35,76.34,1,Base,19.87,32.15,17.78,1.6,Algas,Levadura,413.53,11.74,35.22,3.99,3.23,4.68,193.45,11.03,0,181328,3.16
2024-06-03,2024,6,Monday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,597.13,28.38,51.47,0,76.38,1,Base,20.57,31.98,14.54,1.53,Algas,Levadura,417.39,12.43,33.58,3.71,3.25,4.82,188.16,12.31,0,188341,3.35
2024-06-04,2024,6,Tuesday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,621.24,25.91,57.66,8.43,73.83,1,Base,22.8,29.75,15.22,1.35,Algas,Levadura,432.05,11.65,37.08,3.9,3.15,4.67,171.67,14.7,0,128565,2.94
2024-06-05,2024,6,Wednesday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,606.31,24.32,46.31,1.34,70.52,0,Base,18.12,32.73,16.04,1.59,Algas,Levadura,447.78,12.9,34.71,3.86,3.21,4.49,180.01,10.78,0,202815,3.29
2024-06-06,2024,6,Thursday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,604.84,22.21,53.76,0,68.43,0,Base,23.92,32.83,16.04,1.65,Algas,Levadura,428.51,12.06,35.53,4.11,3.01,4.75,182.18,11.07,0,168998,3.13
2024-06-07,2024,6,Friday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,604.92,23.28,55.97,4.92,70.05,0,Base,22.32,35.74,15.85,1.68,Algas,Levadura,453.91,12.46,36.44,3.76,3.08,4.59,184.34,12.23,0,223566,3.61
2024-06-08,2024,6,Saturday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,621.36,25.89,48.88,11.02,72.81,1,Base,23.47,31.32,17.03,1.59,Algas,Levadura,447.51,11.85,37.76,3.96,3.18,4.6,192.83,9.55,0,166319,3.29
2024-06-09,2024,6,Sunday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,592.87,23.33,50.01,0,69.6,0,Base,20.3,28.77,16.8,1.56,Algas,Levadura,420.13,11.76,35.74,3.63,3.12,4.5,187.94,9.35,0,198555,3.15
2024-06-10,2024,6,Monday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,594.15,22.91,57.47,0,69.68,0,Base,24.26,29.56,16.07,1.59,Algas,Levadura,435.08,11.93,36.46,4.13,3.3,4.6,200.76,8.95,0,203355,2.95
2024-06-11,2024,6,Tuesday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,591.52,26.97,50.99,1.77,74.47,1,Base,19.22,32.66,15.92,1.69,Algas,Levadura,430.66,11.6,37.13,3.82,3.11,4.54,168.9,10.65,0,143141,3
2024-06-12,2024,6,Wednesday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,595.6,27.64,55.91,5.98,76,1,Base,24.17,32.77,16.6,1.5,Algas,Levadura,450.79,12.19,36.97,4.18,3.35,5.16,165.43,10.99,0,158504,3.4
2024-06-13,2024,6,Thursday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,610.22,20,58.01,7.75,65.7,0,Base,25.2,32.08,13.65,1.73,Algas,Levadura,422.34,11.18,37.77,4.1,3.24,4.99,182.67,13.15,0,185205,3.27
2024-06-14,2024,6,Friday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,597.96,23.26,60.4,5.29,70.42,0,Base,26.17,28.35,16.87,1.62,Algas,Levadura,470.82,12.97,36.3,3.79,3.28,4.71,182.45,14.62,0,200117,3.48
2024-06-15,2024,6,Saturday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,607.52,23.42,55.5,4.57,70.2,0,Base,20.26,34.2,16.52,1.49,Algas,Levadura,484.37,13.05,37.11,3.93,3.15,4.54,212.85,10.29,0,125362,3.66
2024-06-16,2024,6,Sunday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,614.35,22.91,46.91,0.71,68.79,0,Base,24.03,31.41,16.03,1.43,Algas,Levadura,457.24,12.84,35.6,3.8,3.28,5.1,159.23,11.85,0,162745,2.99
2024-06-17,2024,6,Monday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,595.56,27.74,55.57,13.53,76.09,1,Base,19.1,31.21,16.32,1.47,Algas,Levadura,420.03,11.47,36.62,3.8,3.19,4.6,202.43,9.48,0,200642,2.73
2024-06-18,2024,6,Tuesday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,604.64,19.16,57.24,5.46,64.49,0,Base,22.14,32.68,15.35,1.65,Algas,Levadura,427.68,11.36,37.65,3.71,3.19,4.58,195.97,10.49,0,160009,3.23
2024-06-19,2024,6,Wednesday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,607.32,24.7,41.5,3.38,70.53,0,Base,22.82,30.59,14.42,1.31,Algas,Levadura,441.86,11.93,37.04,4.01,3.19,4.63,186.01,13.18,0,166174,3.63
2024-06-20,2024,6,Thursday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,589.93,22.05,49.91,4.59,67.92,0,Base,20.77,31.62,17.24,1.98,Algas,Levadura,415.13,12.28,33.82,3.8,3.21,4.52,196.86,13.84,0,168013,2.88
2024-06-21,2024,6,Friday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,600.04,24.38,54.66,5.81,71.43,0,Base,23.82,31.82,15.36,1.59,Algas,Levadura,429.04,11.99,35.79,3.86,3.14,4.62,175.63,12.59,0,170843,3.49
2024-06-22,2024,6,Saturday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,609.21,23.57,51.39,0.22,70.04,0,Base,20.11,33.5,16.19,1.48,Algas,Levadura,434.66,11.2,38.81,3.79,3.17,4.77,180.01,11.59,0,206114,3.62
2024-06-23,2024,6,Sunday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,597.12,25.14,49.98,0,71.95,0,Base,25.58,32.07,17.27,1.42,Algas,Levadura,438.62,12.36,35.5,3.56,3.31,4.56,173.38,13.38,0,232547,2.92
2024-06-24,2024,6,Monday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,586.62,19.14,41.73,0,63.75,0,Base,20.37,37.45,16.5,1.52,Algas,Levadura,459.93,12.02,38.26,3.86,3.27,4.55,194.16,14.35,0,231532,2.99
2024-06-25,2024,6,Tuesday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,617.54,24.31,45.43,6.63,70.43,0,Base,18.93,34.04,15.84,1.76,Algas,Levadura,431.78,11.97,36.07,4.12,3.37,4.73,195.23,13.52,0,203729,2.48
2024-06-26,2024,6,Wednesday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,590.27,24.77,48.86,11.36,71.36,0,Base,18.14,30.82,15.85,1.68,Algas,Levadura,437.16,12.26,35.65,3.59,3.32,4.56,181.62,15.16,0,159237,3.45
2024-06-27,2024,6,Thursday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,600.55,26.47,49.51,0,73.63,1,Base,22.64,33.56,16.68,1.72,Algas,Levadura,448.79,12.17,36.87,4,3.16,4.69,178.39,11.28,0,164771,2.56
2024-06-28,2024,6,Friday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,97,1,610.27,22.39,44.9,0,67.97,0,Base,20.44,33.27,16.14,1.6,Algas,Levadura,467.93,12.76,36.67,4.06,3.24,4.77,176.98,11.23,0,168171,3.18
2024-06-29,2024,6,Saturday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,98,1,609.39,26.85,43.01,16.01,73.34,1,Base,19.85,32.32,17.24,1.47,Algas,Levadura,458.39,12.16,37.7,4.07,3.42,4.69,189.78,12.7,0,197446,2.87
2024-06-30,2024,6,Sunday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,98,1,602.88,21.52,53.29,5.77,67.46,0,Base,22.9,28.86,15.99,1.62,Algas,Levadura,434.11,11.6,37.43,3.81,3.04,4.7,161.44,8.13,0,221390,2.92
2024-07-01,2024,7,Monday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,98,1,610.27,21.76,45.46,0,67.22,0,Base,19.66,33.86,15.45,1.63,Algas,Levadura,413.02,11.15,37.04,3.76,3.25,4.63,167.43,14.08,0,162087,2.67
2024-07-02,2024,7,Tuesday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,98,1,614.75,20.67,57.42,12.7,66.58,0,Base,19.36,31.08,15.57,1.45,Algas,Levadura,418.86,11.71,35.75,3.58,3.12,4.75,183.14,13.14,0,158878,3.35
2024-07-03,2024,7,Wednesday,Verano,VAC_090,Vaca_090,Holstein,Pastoreo,98,1,599.57,22.89,41.46,14.72,68.31,0,Base,23.13,33.48,14.42,1.55,Algas,Levadura,469.52,12.34,38.06,4.08,3.08,4.59,178.43,11.11,0,210968,3.06
